1693,Gym/Spa|Swimming Pool|RestaurantSwimming Pool|Games Zone|health club/gym |laundry|parking available|Multi Cuisine Restaurant |Local Tour / Travel Desk|24/7 front desk|power|garden
1696,Room Service|doctor on call|free internet access|Newspapers In Lobby|24/7 room service|parking available
1698,Room Service|Internet Access|bar/lounge |Doctor on Call|laundry|lift|Lobby|parking available|Front Desk|Locker Facility|24/7 front desk|Luggage Storage|air conditioning|power|Smoking Area |EDLC|free internet access|family room|24/7 room service|parking available|Internet Access
1702,Room Service|Internet Access|Swimming Pool|Restaurant|swimming pool|airport shuttle surage|Bar / Lounge |barbeque|Doctor on Call|EDLC|Internet Access - Surcharge|laundry|Lobby|non-smoking room|parking available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Hookah Lounge|Major Credit Cards Accepted|24/7 front desk|Luggage Storage|Medical Assistance Available|Welcome Drinks|express check-in/check-out / Check-Out|garden|Dance Performances (on demand)|multilingual staff|Separate Sitting Area|ATM / Banking|kitchen|Poolside Bar|pick and drop|Open Air Restaurant |Transfers Available| Bike on Rent|In House Events |Extra Person / Child - Share the same room|Village Visit ( Chargeable )|car rental|taxi service|Pool Cafe|City Shuttle Service|Karaoke |Food Facility|free internet access|Newspapers In Lobby|children's playground|family room|24/7 room service|spa|Air / Rail Booking|Baggage Room|Guide / Sightseeing Service|Adjoining Rooms|airport shuttle Free|Outdoor Parking - Secured|Outdoor Parking - Non Secured|parking available|Internet Access|Restaurant|Room Service|Fire Safety|CCTV|Full Time Operation for All 7 Days|Paid Transfers|Public Restrooms|Security at All Hotel Entrances
1705,Room Service|Gym/Spa|Swimming Pool|Restaurant|swimming pool|Bar / Lounge |Business Center |health club/gym |lift|parking available|Front Desk|Multi Cuisine Restaurant |Locker Facility|power|garden|free internet access|24/7 room service|parking available
1708,Room Service|Restaurant|EDLC|lift|Lobby|parking available|Front Desk|Local Tour / Travel Desk|Major Credit Cards Accepted|24/7 front desk|power|Coffee Shop / Cafe|smoking room|fax/photocopying|Extra Person / Child - Share the same room|Food Facility|free internet access|Newspapers In Lobby|24/7 room service|Outdoor Parking - Secured|Outdoor Parking - Non Secured|parking available|Restaurant|Room Service|First-Aid Kit at Front Desk
1709,Room Service|RestaurantBanquet Facilities|Doctor on Call|laundry|lift|Lobby|parking available|Front Desk|Multi Cuisine Restaurant |Locker Facility|power|Suites
1711,Room Service|Internet Access|Restaurantairport shuttle surage|baby sitting/ Child Care (surcharge)|Bar / Lounge |Business Center |Doctor on Call|laundry|Multi Cuisine Restaurant |Locker Facility|pick and drop|taxi service|Newspapers In Lobby|family room|24/7 room service|Internet / fax/photocopying|parking available
1712,Room Service|RestaurantBanquet Facilities|laundry|parking available|Multi Cuisine Restaurant |power|garden|conference facility
1714,Room Serviceairport shuttle surage|Banquet Facilities|Bar / Lounge |Business Center |Doctor on Call|EDLC|lift|Lobby|parking available|Front Desk|Locker Facility|24/7 front desk|air conditioning|power|wake up call|pick and drop|Veg / Non Veg Kitchens Separate |parking available
1716,Room Service|Internet Access|Restaurant|airport shuttle/ Surcharge|Banquet Facilities|Bar / Lounge |Business Center |Concierge|Doctor on Call|EDLC|Internet Access - Surcharge|laundry|lift|Lobby|non-smoking room|parking available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Non Smoking Hotel|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24/7 front desk|Doorman|Medical Assistance Available|air conditioning|Welcome Drinks|power|express check-in/check-out / Check-Out|audio visual equipment|wedding service|Exhibit Space|wake up call|porter|Separate Sitting Area|Coffee Shop / Cafe|conference facility |smoking room|fax/photocopying|Electronic / Magnetic Keys|massage  |pick and drop|Smoking Area |Transfers Available|Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|car rental|EDLC|Water Dispenser Available|taxi service|conference facility|Food Facility| Drivers Rest Room|free internet access|Newspapers In Lobby|yoga and meditation|Electronic Check-Out|family room|24/7 room service|Party hall|STD / ISD|Baggage Room|courier service|Internet / fax/photocopying
1717,Room ServiceDoctor on Call|EDLC|laundry|non-smoking room|parking available|Front Desk|24/7 front desk|Luggage Storage|Medical Assistance Available|family room|Baggage Room|Adjoining Rooms|Room Service
1722,Room Service|Internet Access|Gym/Spa|Swimming Pool|Restaurant|swimming pool|airport shuttle surage|Ballroom|Banquet Facilities|Bar / Lounge |beauty salon|Business Center |Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|EDLC|health club/gym |Internet Access - Surcharge|laundry|lift|Lobby|non-smoking room|parking available|Front Desk|Multi Cuisine Restaurant |Secretarial Services|spa|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24/7 front desk|Luggage Storage|Medical Assistance Available|air conditioning|power|express check-in/check-out / Check-Out|audio visual equipment|wedding service|Catering|wake up call|fitness center|porter|Separate Sitting Area|Grocery|Coffee Shop / Cafe|conference facility |smoking room|fax/photocopying|kitchen|Electronic / Magnetic Keys|Multi - Line Phone|fire place  |Jacuzzi|massage  |Discotheque |pick and drop|Smoking Area |Vegetarian Food / Jain Food Available|car rental|EDLC|taxi service|conference facility|Food Facility|Newspapers In Lobby|Postal / Parcel Services|family room|24/7 room service|spa|Party hall|STD / ISD|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|parking available|Restaurant|restaurant
1727,Room Service|RestaurantDoctor on Call|EDLC|parking available|Front Desk|Multi Cuisine Restaurant |spa|Local Tour / Travel Desk|24/7 front desk|Welcome Drinks|wake up call|Sauna|Multi - Line Phone|Safari|Vegetarian Food / Jain Food Available|24/7 room service
1729,Room ServiceDoctor on Call|24/7 front desk|24/7 room service|RO Water Purification System|parking available
1731,Room Service|Internet Access|Gym/Spa|Swimming Pool|Restaurant|swimming pool|Banquet Facilities|Business Center |Doctor on Call|health club/gym |Internet Access - Surcharge|laundry|parking available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Valet service|Luggage Storage|Welcome Drinks|power|garden|wedding service|Dance Performances (on demand)|Catering|fitness center|Suitable For Children|conference facility |access via exterior corridors|kitchen|fire place  |Picnic Area|Nature Walk|Veranda|Open Air Restaurant |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|car rental|Kids Play Zone|conference facility|Pool Cafe|Campfire / Bon Fire|Food Facility| Drivers Rest Room|free internet access|children's playground|family room|24/7 room service| Cook Services|Party hall|RO Water Purification System|Outdoor Parking - Secured|Outdoor Parking - Non Secured|parking available|Internet Access|Restaurant|Room Service|Fire Safety|First-Aid Kit at Front Desk|Public Restrooms|Stamps and Mailing Facility
1734,Room Service|business center|Currency Exchange|EDLC|laundry|Lobby|parking available|Front Desk|power|free internet access|24/7 room service|STD / ISD|Outdoor Parking - Secured|parking available
1735,Room Service|Internet AccessCurrency Exchange|Doctor on Call|Valet service|Major Credit Cards Accepted|24/7 front desk|power|express check-in/check-out / Check-Out|multilingual staff|car rental|24/7 room service|Internet Access
1736,Room Service|Internet Access|Swimming Pool|RestaurantSwimming Pool|airport shuttle surage|baby sitting/ Child Care (surcharge)|Banquet Facilities|Currency Exchange|Doctor on Call|Games Zone|Internet Access - Surcharge|laundry|non-smoking room|parking available|Pets Allowed|Front Desk|Multi Cuisine Restaurant |Locker Facility|Non Smoking Hotel|Table Tennis|Tennis Court|Local Tour / Travel Desk|24/7 front desk|Luggage Storage|Welcome Drinks|power|express check-in/check-out / Check-Out|garden|wedding service|translation and interpretation services|wake up call|Coffee Shop / Cafe|conference facility |smoking room|kitchen|fire place  |Picnic Area|Cell Phone Rental|wheelchair access|Poolside Bar|Discotheque |Safari|Nature Walk|Smoking Area |Open Air Restaurant | Bike on Rent|Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Village Visit ( Chargeable )|car rental|taxi service|Badminttion Court|Food Facility|Newspapers In Lobby|family room|24/7 room service| Cook Services|Party hall|Air / Rail Booking|courier service|Guide / Sightseeing Service|Outdoor Parking - Secured|Restaurant|Room Service|Trekking
1737,Room Service|Swimming Pool|RestaurantSwimming Pool|Bowling|Games Zone|laundry|lift|parking available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Table Tennis|24/7 front desk|Doorman|Medical Assistance Available|power|garden|Grocery|Cell Phone Rental|Pool Table|Safari|Boating|skiing|Horse Ride ( Chargeable ) |In House Events |car rental|Badminttion Court|Postal / Parcel Services|24/7 room service| Cook Services|Air / Rail Booking|courier service|Guide / Sightseeing Service|parking available
1738,Room Service|Internet Access|Restaurant|airport shuttle/ Surcharge|Doctor on Call|EDLC|Internet Access - Surcharge|laundry|Lobby|parking available|Front Desk|Multi Cuisine Restaurant |Locker Facility|24/7 room service|Outdoor Parking - Secured|Room Service
1740,Room Service|Gym/Spa|Swimming Pool|Restaurant|swimming pool|Banquet Facilities|Bar / Lounge |beauty salon|Business Center |Concierge|health club/gym |laundry|lift|parking available|Front Desk|Multi Cuisine Restaurant |Locker Facility|spa|Local Tour / Travel Desk|Valet service|air conditioning|power|conference facility |Poolside Bar|Kids Play Zone|conference facility|24/7 room service|Party hall|Outdoor Parking - Secured|parking available
1744,Room Service|Internet Access|Gym/Spa|Restaurant|ballroom|Banquet Facilities|Bar / Lounge |beauty salon|Business Center |Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|EDLC|health club/gym |laundry|lift|Lobby|non-smoking room|parking available|Front Desk|Multi Cuisine Restaurant |Secretarial Services|spa|Valet service|24/7 front desk|Luggage Storage|Doorman|air conditioning|Welcome Drinks|power|express check-in/check-out / Check-Out|audio visual equipment|wedding service|wake up call|conference facility |smoking room|ATM / Banking|Electronic / Magnetic Keys|Multi - Line Phone|wheelchair access|pick and drop|Smoking Area |Transfers Available|In House Events |Extra Person / Child - Share the same room|car rental|EDLC|taxi service|conference facility| Drivers Rest Room|free internet access|Newspapers In Lobby|Postal / Parcel Services|family room|24/7 room service|Party hall|spa|Air / Rail Booking|Baggage Room|courier service|RO Water Purification System|Outdoor Parking - Secured|parking available|Internet Access|Room Service|Fire Safety|CCTV|First-Aid Kit at Front Desk|Pest Control Facility|Public Restrooms|Smoke Detector|restaurant |Stamps and Mailing Facility
1745,Room ServiceDoctor on Call|laundry|Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24/7 front desk|power|Boating|Smoking Area |Veranda|Vegetarian Food / Jain Food Available|family room|24/7 room service|Outdoor Parking - Secured
1749,Internet AccessInternet Access - Surcharge|laundry|parking available|Major Credit Cards Accepted|power|pick and drop|car rental
1751,Room Service|Internet Access|Gym/Spa|Restaurantbilliards|Doctor on Call|health club/gym |Internet Access - Surcharge|laundry|Library|parking available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|24/7 front desk|Welcome Drinks|conference facility |Nature Walk|Newspapers In Lobby|24/7 room service| Cook Services|parking available
1754,Room Service|Internet Access|Gym/Spa|Restaurant|airport shuttle/ Surcharge|Banquet Facilities|Business Center |Doctor on Call|health club/gym |laundry|lift|Lobby|parking available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24/7 front desk|Medical Assistance Available|power|wake up call|fitness center|Coffee Shop / Cafe|conference facility |smoking room|fax/photocopying|Extra Person / Child - Share the same room|car rental|EDLC|taxi service|Food Facility|free internet access|Newspapers In Lobby|24/7 room service|Air / Rail Booking|courier service|Guide / Sightseeing Service|RO Water Purification System|Outdoor Parking - Secured|parking available|Internet Access
1755,Room Service|Swimming Pool|RestaurantSwimming Pool|airport shuttle surage|Banquet Facilities|Bar / Lounge |barbeque|Business Center |Concierge|Disabled Friendly Facilities |Doctor on Call|Gift Shop |laundry|Library|Lobby|non-smoking room|parking available|private pool|Front Desk|Multi Cuisine Restaurant |Non Smoking Hotel|spa|Local Tour / Travel Desk|Valet service|Hookah Lounge|Major Credit Cards Accepted|24/7 front desk|Luggage Storage|Doorman|Medical Assistance Available|Welcome Drinks|power|garden|wedding service|Dance Performances (on demand)|multilingual staff|Exhibit Space|wake up call|porter|Suitable For Children|Separate Sitting Area|Coffee Shop / Cafe|conference facility |smoking room|access via exterior corridors|Multi - Line Phone|Picnic Area|massage  |Poolside Bar|Safari|pick and drop|Nature Walk|Smoking Area |Camel Ride|Veranda|Open Air Restaurant |Transfers Available|Veg / Non Veg Kitchens Separate |Horse Ride ( Chargeable ) |In House Events |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|car rental|EDLC|Meditation Room|Water Dispenser Available|Self Check - In|taxi service|conference facility|Campfire / Bon Fire|Food Facility| Drivers Rest Room|Newspapers In Lobby|children's playground|Postal / Parcel Services|family room|24/7 room service|spa| Cook Services|Party hall|Air / Rail Booking|STD / ISD|Baggage Room|Guide / Sightseeing Service|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|parking available|Restaurant|Room Service|Trekking|Fire Safety
1756,Room Service|Gym/Spa|Swimming Pool|Restaurant|swimming pool|Doctor on Call|health club/gym |laundry|Lobby|parking available|Front Desk|Multi Cuisine Restaurant |spa|24/7 front desk|air conditioning|Coffee Shop / Cafe|free internet access|24/7 room service
1759,Room Service|Internet Access|Gym/Spa|Swimming Pool|Restaurant|swimming pool|airport shuttle surage|Bar / Lounge |Concierge|Currency Exchange|Doctor on Call|EDLC|Games Zone|Gift Shop |health club/gym |Internet Access - Surcharge|laundry|lift|Lobby|non-smoking room|parking available|Front Desk|Multi Cuisine Restaurant |spa|Local Tour / Travel Desk|Valet service|24/7 front desk|Medical Assistance Available|air conditioning|Welcome Drinks|power|garden|multilingual staff|wake up call|fitness center|Suitable For Children|Coffee Shop / Cafe|smoking room|Electronic / Magnetic Keys|wheelchair access|massage  |pick and drop|Smoking Area |Veg / Non Veg Kitchens Separate |taxi service|conference facility|free internet access|Newspapers In Lobby|24/7 room service|STD / ISD|Internet / fax/photocopying
1760,Room Service|Internet Access|Swimming Pool|RestaurantSwimming Pool|airport shuttle surage|baby sitting/ Child Care (surcharge)|Banquet Facilities|Bar / Lounge |barbeque|beauty salon|Business Center |Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|EDLC|Gift Shop |Internet Access - Surcharge|laundry|Lobby|non-smoking room|Pets Allowed|Front Desk|spa|Major Credit Cards Accepted|24/7 front desk|Luggage Storage|Doorman|air conditioning|Welcome Drinks|power|express check-in/check-out / Check-Out|garden|audio visual equipment|Computer Rental|wedding service|Dance Performances (on demand)|Catering|Exhibit Space|wake up call|Sauna|Separate Sitting Area|Grocery|Coffee Shop / Cafe|conference facility |access via exterior corridors|Disabled Friendly Rooms|Multi - Line Phone|fire place  |Free Local Calls|Picnic Area|Cell Phone Rental|wheelchair access|Clubhouse|Safari|pick and drop|Nature Walk|Camel Ride|Veranda|Open Air Restaurant | Bike on Rent|Veg / Non Veg Kitchens Separate |Horse Ride ( Chargeable ) |shopping |In House Events |Vegetarian Food / Jain Food Available|Village Visit ( Chargeable )|car rental|EDLC|Water Dispenser Available|conference facility|Pool Cafe|City Shuttle Service|Campfire / Bon Fire|Food Facility| Drivers Rest Room|yoga and meditation|children's playground|Postal / Parcel Services|family room|24/7 room service|spa|Parking (Surcharge)| Cook Services|Voicemail|Party hall|Air / Rail Booking|STD / ISD|Baggage Room|courier service|Guide / Sightseeing Service|laptop rental|Courtesy Coach|RO Water Purification System
1761,Room Service|Internet Access|Gym/Spa|Swimming Pool|RestaurantSwimming Pool|airport shuttle surage|baby sitting/ Child Care (surcharge)|Banquet Facilities|Bar / Lounge |Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|EDLC|health club/gym |laundry|lift|Lobby|non-smoking room|parking available|private pool|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Local Tour / Travel Desk|Major Credit Cards Accepted|24/7 front desk|Luggage Storage|Medical Assistance Available|Welcome Drinks|power|garden|audio visual equipment|wedding service|multilingual staff|wake up call|porter|Suitable For Children|Separate Sitting Area|Coffee Shop / Cafe|conference facility |Disabled Friendly Rooms|Electronic / Magnetic Keys|wheelchair access|Poolside Bar|Private Beach|Smoking Area |Open Air Restaurant |Vegetarian Food / Jain Food Available|car rental|EDLC|Oxygen Cylinder (on request)|taxi service|conference facility|Pool Cafe|Newspapers In Lobby|Postal / Parcel Services|24/7 room service|Party hall|Air / Rail Booking|STD / ISD|Baggage Room|courier service|Guide / Sightseeing Service|Outdoor Parking - Secured|parking available|Internet Access|Restaurant
1767,Room Service|Gym/Spa|Swimming Pool|Restaurant|swimming pool|Banquet Facilities|Bar / Lounge |Doctor on Call|health club/gym |parking available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24/7 front desk|Luggage Storage|Doorman|Medical Assistance Available|power|express check-in/check-out / Check-Out|audio visual equipment|Coffee Shop / Cafe|conference facility |Multi - Line Phone|free internet access|Newspapers In Lobby|Party hall
1769,Room Service|Restaurant|doctor on call|Gift Shop |laundry|non-smoking room|parking available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|24/7 front desk|Medical Assistance Available|power|wake up call|Coffee Shop / Cafe|ATM / Banking|massage  |pick and drop| Bike on Rent|Village Visit ( Chargeable )|car rental|EDLC|taxi service|Campfire / Bon Fire|Food Facility| Drivers Rest Room|free internet access|Whirlpool Bath / Shower Cubicle|family room|24/7 room service|spa|spa|courier service|Guide / Sightseeing Service|parking available
1771,Room ServiceDoctor on Call|EDLC|laundry|Lobby|parking available|24/7 front desk|air conditioning|24/7 room service
1772,Room Service|RestaurantCurrency Exchange|Doctor on Call|EDLC|laundry|Lobby|parking available|Front Desk|Multi Cuisine Restaurant |Major Credit Cards Accepted|24/7 front desk|Welcome Drinks|garden|car rental|Food Facility|Newspapers In Lobby|24/7 room service|parking available
1779,Room Service|Internet Access|Gym/Spa|Restaurant|airport shuttle/ Surcharge|Banquet Facilities|Bar / Lounge |Business Center |Doctor on Call|health club/gym |Internet Access - Surcharge|laundry|lift|Lobby|non-smoking room|parking available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|24/7 front desk|Luggage Storage|Doorman|air conditioning|power|garden|fitness center|Coffee Shop / Cafe|conference facility |smoking room|fax/photocopying|pick and drop|Open Air Restaurant |EDLC|conference facility|Food Facility|Newspapers In Lobby|24/7 room service|spa|STD / ISD|Baggage Room|Internet / fax/photocopying|Outdoor Parking - Secured|parking available|Room Service|porter|Public Restrooms|restaurant |Suites
1780,Room Service|Internet AccessDoctor on Call|Internet Access - Surcharge|laundry|lift|non-smoking room|Front Desk|Locker Facility|Luggage Storage|Medical Assistance Available|wake up call|smoking room|Parking (Surcharge)|parking available|Room Service
1781,Room Service|Internet Access|Gym/Spa|Swimming Pool|Restaurant|swimming pool|Banquet Facilities|Bar / Lounge |Business Center |Doctor on Call|EDLC|health club/gym |Internet Access - Surcharge|laundry|lift|Lobby|non-smoking room|parking available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Non Smoking Hotel|Valet service|Major Credit Cards Accepted|24/7 front desk|Luggage Storage|Doorman|air conditioning|express check-in/check-out / Check-Out|wedding service|wake up call|Coffee Shop / Cafe|conference facility |Disabled Friendly Rooms|kitchen|Electronic / Magnetic Keys|massage  |Vegetarian Food / Jain Food Available|car rental|EDLC|Self Check - In|conference facility|Food Facility|Newspapers In Lobby|family room|24/7 room service|Party hall|STD / ISD|Baggage Room|Internet / fax/photocopying|Outdoor Parking - Secured|parking available|Internet Access|Restaurant|Room Service|Fire Safety|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Paid Transfers|Pest Control Facility|Security at All Hotel Entrances
1782,Room Service|Internet Access|Restaurant|doctor on call|laundry|parking available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Welcome Drinks|power|garden|Village Visit ( Chargeable )|car rental|taxi service|Newspapers In Lobby|children's playground|Internet / fax/photocopying|parking available|Internet Access|Restaurant|Room Service|Fire Safety|First-Aid Kit at Front Desk|Paid Transfers
1784,Room Service|Internet Access|Gym/Spa|Restaurant|baby sitting|Banquet Facilities|Business Center |Currency Exchange|Doctor on Call|health club/gym |Internet Access - Surcharge|laundry|lift|non-smoking room|parking available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|24/7 front desk|Luggage Storage|Doorman|air conditioning|power|wake up call|Coffee Shop / Cafe|conference facility |smoking room|pick and drop|Open Air Restaurant |Transfers Available|conference facility|Food Facility|free internet access|Newspapers In Lobby|24/7 room service|STD / ISD|Baggage Room|airport shuttle Free|CCTV
1785,Room ServiceDoctor on Call|laundry|parking available|Front Desk|ATM / Banking|Extra Person / Child - Share the same room|car rental|taxi service|family room|Air / Rail Booking|Baggage Room|Adjoining Rooms|Room Service|Fishing|Full Time Operation for All 7 Days|Paid Transfers
1786,Room Service|Gym/Spa|Restaurant|bar/lounge |Business Center |health club/gym |laundry|lift|parking available|Front Desk|Multi Cuisine Restaurant |Locker Facility|air conditioning|power|garden|Coffee Shop / Cafe|conference facility |free internet access|Newspapers In Lobby|24/7 room service|Outdoor Parking - Secured|parking available
1787,Room Service|Internet Access|business center|laundry|Lobby|parking available|Front Desk|Local Tour / Travel Desk|Welcome Drinks|power|conference facility | Drivers Rest Room|free internet access|Newspapers In Lobby|24/7 room service|Outdoor Parking - Secured|parking available|Internet Access|Room Service|Fire Safety|CCTV|Security at All Hotel Entrances
1789,Room Service|airport shuttle/ Surcharge|Doctor on Call|laundry|lift|parking available|Front Desk|24/7 front desk|Luggage Storage|garden|multilingual staff|Separate Sitting Area|Extra Person / Child - Share the same room|free internet access|Newspapers In Lobby|24/7 room service|parking available
1790,Room Service|RestaurantBar / Lounge |Business Center |Doctor on Call|EDLC|laundry|Lobby|non-smoking room|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk
1792,Room Service|Swimming Pool|Restaurant|swimming pool|Bar / Lounge |laundry|lift|parking available|Front Desk|Multi Cuisine Restaurant |power|Catering|Coffee Shop / Cafe|Food Facility|free internet access|Outdoor Parking - Non Secured|parking available|Room Service
1796,RestaurantDoctor on Call|laundry|Lobby|Front Desk|Multi Cuisine Restaurant
1798,Room Service|Internet Access|Restaurant|bar/lounge |Doctor on Call|laundry|Lobby|parking available|Front Desk|Multi Cuisine Restaurant |24/7 front desk|conference facility |car rental|free internet access|Newspapers In Lobby|Internet Access
1799,Room Service|Restaurant|EDLC|lift|parking available|Front Desk|Multi Cuisine Restaurant |Locker Facility|power|free internet access|24/7 room service|Outdoor Parking - Secured|parking available|Room Service
1800,Internet Access|Restaurant|airport shuttle/ Surcharge|Currency Exchange|Doctor on Call|EDLC|laundry|lift|Lobby|non-smoking room|parking available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Valet service|24/7 front desk|Doorman|Medical Assistance Available|air conditioning|Welcome Drinks|power|express check-in/check-out / Check-Out|audio visual equipment|wedding service|Catering|wake up call|Suitable For Children|Coffee Shop / Cafe|smoking room|Free Local Calls|Cell Phone Rental|massage  |Boating|pick and drop|Camel Ride|Open Air Restaurant |Transfers Available| Bike on Rent|Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Village Visit ( Chargeable )|car rental|Water Dispenser Available|taxi service|Rooftop Garden|Food Facility| Drivers Rest Room|free internet access|Newspapers In Lobby|yoga and meditation|Postal / Parcel Services|spa|Party hall|Air / Rail Booking|Baggage Room|Guide / Sightseeing Service|RO Water Purification System|Outdoor Parking - Secured|Internet Access|Restaurant|CCTV|Fire Exit Signs|Paid Transfers|Security at All Hotel Entrances|restaurant |Stamps and Mailing Facility
1801,Room ServiceBanquet Facilities|Doctor on Call|laundry|conference facility
1803,Room Service|Restaurant|doctor on call|parking available|Front Desk|Multi Cuisine Restaurant |24/7 front desk|power|free internet access|Newspapers In Lobby|parking available|Room Service
1805,Room ServiceDoctor on Call|parking available|Front Desk|Room Service|Public Restrooms
1807,Room Service|EDLC|laundry|Front Desk|Locker Facility|power|car rental|free internet access|Newspapers In Lobby|24/7 room service
1808,Room ServiceDoctor on Call|Front Desk|Room Service|First-Aid Kit at Front Desk|Public Restrooms
1809,Room Servicelaundry|parking available|Front Desk|kitchen|Room Service
1811,Room Service|Internet Access|Restaurant|bar/lounge |Business Center |laundry|lift|parking available|Front Desk|Multi Cuisine Restaurant |power|garden|conference facility |fax/photocopying|Open Air Restaurant |Veg / Non Veg Kitchens Separate |Food Facility|free internet access|Newspapers In Lobby|24/7 room service|Outdoor Parking - Secured|parking available|Internet Access|Restaurant
1813,Internet Access|RestaurantDoctor on Call|Multi Cuisine Restaurant |taxi service|Internet / fax/photocopying
1814,RestaurantDoctor on Call|laundry|Lobby|Front Desk|Multi Cuisine Restaurant
1816,Room Service|Internet AccessInternet Access - Surcharge|Front Desk|power|Room Service
1817,Room Service|Internet Access|Restaurant|banquet facilities|Business Center |Doctor on Call|Internet Access - Surcharge|laundry|lift|Lobby|parking available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Major Credit Cards Accepted|24/7 front desk|Luggage Storage|Medical Assistance Available|power|audio visual equipment|conference facility |ATM / Banking|fax/photocopying|kitchen|Multi - Line Phone|Transfers Available|Veg / Non Veg Kitchens Separate |Extra Person / Child - Share the same room|Self Check - In|Food Facility|free internet access|Newspapers In Lobby|Postal / Parcel Services|Party hall|Air / Rail Booking|STD / ISD|courier service|Outdoor Parking - Secured|parking available|Room Service
1819,Room Service|Internet Access|Restaurant|business center|Currency Exchange|Doctor on Call|EDLC|Internet Access - Surcharge|laundry|lift|non-smoking room|parking available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|24/7 front desk|Luggage Storage|power|wake up call|Separate Sitting Area|smoking room|Smoking Area |Open Air Restaurant |EDLC|Rooftop Garden|Food Facility|free internet access|Newspapers In Lobby|family room|24/7 room service|Air / Rail Booking|Baggage Room|RO Water Purification System|Outdoor Parking - Secured|parking available
1820,Internet Access|Restaurantlaundry|Multi Cuisine Restaurant |taxi service|Internet / fax/photocopying
1821,doctor on call|Lobby|Front Desk|Locker Facility|Local Tour / Travel Desk|power|Suitable For Children|Vegetarian Food / Jain Food Available|free internet access|Newspapers In Lobby|family room
1822,Room ServiceDoctor on Call|parking available|Front Desk|Medical Assistance Available|Room Service|Public Restrooms
1823,Room Service|Internet Access|RestaurantBanquet Facilities|Doctor on Call|Internet Access - Surcharge|Lobby|parking available|Multi Cuisine Restaurant |Locker Facility|air conditioning|power|wake up call|Coffee Shop / Cafe|conference facility |24/7 room service
1825,Room Service|Internet Access|Restaurant|airport shuttle/ Surcharge|Banquet Facilities|Currency Exchange|Doctor on Call|EDLC|laundry|non-smoking room|parking available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24/7 front desk|Luggage Storage|power|express check-in/check-out / Check-Out|wedding service|Dance Performances (on demand)|wake up call|conference facility |pick and drop|Transfers Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|car rental|EDLC|Water Dispenser Available|taxi service|City Shuttle Service| Drivers Rest Room|free internet access|Newspapers In Lobby|Postal / Parcel Services|family room|24/7 room service|Party hall|Air / Rail Booking|Baggage Room|courier service|Guide / Sightseeing Service|Internet / fax/photocopying|Adjoining Rooms|RO Water Purification System|airport shuttle Free|Outdoor Parking - Secured|parking available|Internet Access
1828,Room Service|Internet Access|doctor on call|Internet Access - Surcharge|laundry|Lobby|parking available|Front Desk|Local Tour / Travel Desk|power|free internet access|24/7 room service|Outdoor Parking - Secured|parking available|Room Service
